ticker,intervalo,tipo_padrao,data_inicio,data_fim,duracao_em_velas,intervalo_em_minutos,data_cabeca,preco_cabeca,idx_inicio,idx_fim,data_ombro1,data_ombro2,label_humano
ADA-USD,1d,OCO,2024-12-27 00:00:00,2025-01-13 00:00:00,17,1440,2025-01-06 00:00:00,1.09,2604,2621,2024-12-28 00:00:00,2025-01-12 00:00:00,1.0
ADA-USD,1d,OCOI,2024-10-15 00:00:00,2024-11-06 00:00:00,22,1440,2024-10-26 00:00:00,0.33,2531,2558,2024-10-18 00:00:00,2024-11-05 00:00:00,1.0
ADA-USD,1d,OCO,2023-02-06 00:00:00,2023-03-16 00:00:00,38,1440,2023-02-18 00:00:00,0.41,1914,1952,2023-02-08 00:00:00,2023-03-14 00:00:00,0.0
ADA-USD,1d,OCO,2021-08-26 00:00:00,2021-09-13 00:00:00,18,1440,2021-09-03 00:00:00,2.97,1385,1400,2021-08-28 00:00:00,2021-09-09 00:00:00,1.0
ADA-USD,1d,OCO,2020-11-03 00:00:00,2020-12-24 00:00:00,51,1440,2020-11-30 00:00:00,0.17,1089,1140,2020-11-25 00:00:00,2020-12-17 00:00:00,0.0
ADA-USD,1h,OCO,2025-05-28 07:00:00,2025-05-30 17:00:00,58,60,2025-05-29 03:00:00,0.76,16833,16891,2025-05-28 12:00:00,2025-05-30 12:00:00,0.0
ADA-USD,1h,OCOI,2025-05-18 16:00:00,2025-05-21 06:00:00,62,60,2025-05-19 06:00:00,0.72,16602,16664,2025-05-18 20:00:00,2025-05-20 13:00:00,1.0
ADA-USD,1h,OCOI,2025-05-13 20:00:00,2025-05-16 06:00:00,58,60,2025-05-15 14:00:00,0.76,16486,16544,2025-05-14 03:00:00,2025-05-15 23:00:00,0.0
ADA-USD,1h,OCOI,2025-05-12 16:00:00,2025-05-14 06:00:00,38,60,2025-05-13 03:00:00,0.78,16455,16496,2025-05-12 19:00:00,2025-05-14 03:00:00,1.0
ADA-USD,1h,OCO,2025-04-27 16:00:00,2025-04-29 22:00:00,54,60,2025-04-28 08:00:00,0.72,16098,16168,2025-04-27 21:00:00,2025-04-29 17:00:00,1.0
ADA-USD,1h,OCO,2025-03-04 20:00:00,2025-03-06 01:00:00,29,60,2025-03-05 11:00:00,0.99,14806,14835,2025-03-05 02:00:00,2025-03-05 20:00:00,-1.0
ADA-USD,1h,OCO,2025-02-14 07:00:00,2025-02-15 06:00:00,23,60,2025-02-14 18:00:00,0.82,14361,14405,2025-02-14 10:00:00,2025-02-15 03:00:00,1.0
ADA-USD,1h,OCO,2025-02-04 08:00:00,2025-02-06 16:00:00,56,60,2025-02-05 14:00:00,0.77,14122,14181,2025-02-04 15:00:00,2025-02-06 07:00:00,1.0
ADA-USD,1h,OCO,2025-01-27 11:00:00,2025-01-29 14:00:00,51,60,2025-01-28 11:00:00,0.96,13933,13984,2025-01-27 15:00:00,2025-01-29 07:00:00,1.0
ADA-USD,1h,OCOI,2025-01-04 07:00:00,2025-01-05 14:00:00,31,60,2025-01-05 03:00:00,1.06,13372,13408,2025-01-04 11:00:00,2025-01-05 12:00:00,1.0
ADA-USD,1h,OCO,2024-12-07 10:00:00,2024-12-08 09:00:00,23,60,2024-12-08 00:00:00,1.21,12709,12732,2024-12-07 15:00:00,2024-12-08 07:00:00,0.0
ADA-USD,1h,OCOI,2024-11-10 18:00:00,2024-11-11 21:00:00,27,60,2024-11-11 06:00:00,0.57,12069,12096,2024-11-10 21:00:00,2024-11-11 14:00:00,1.0
ADA-USD,1h,OCOI,2024-03-27 06:00:00,2024-03-28 08:00:00,26,60,2024-03-27 16:00:00,0.64,6580,6618,2024-03-27 08:00:00,2024-03-28 03:00:00,1.0
ADA-USD,1h,OCO,2024-03-15 09:00:00,2024-03-17 07:00:00,46,60,2024-03-16 08:00:00,0.73,6300,6346,2024-03-15 19:00:00,2024-03-17 03:00:00,0.0
ADA-USD,1h,OCO,2024-02-21 19:00:00,2024-02-22 23:00:00,28,60,2024-02-22 09:00:00,0.61,5758,5813,2024-02-21 23:00:00,2024-02-23 21:00:00,1.0
ADA-USD,1h,OCOI,2024-01-30 02:00:00,2024-02-03 10:00:00,104,60,2024-02-01 13:00:00,0.49,5213,5317,2024-01-31 11:00:00,2024-02-02 14:00:00,0.0
ADA-USD,1h,OCO,2024-01-11 00:00:00,2024-01-12 16:00:00,40,60,2024-01-11 13:00:00,0.61,4744,4851,2024-01-11 04:00:00,2024-01-13 06:00:00,1.0
ADA-USD,1h,OCOI,2023-12-10 05:00:00,2023-12-12 19:00:00,62,60,2023-12-11 19:00:00,0.53,3992,4054,2023-12-10 09:00:00,2023-12-12 17:00:00,1.0
ADA-USD,1h,OCO,2023-11-10 19:00:00,2023-11-12 19:00:00,48,60,2023-11-11 17:00:00,0.39,3282,3364,2023-11-11 00:00:00,2023-11-12 08:00:00,1.0
ADA-USD,1wk,OCO,2022-05-23 00:00:00,2022-10-17 00:00:00,21,10080,2022-08-08 00:00:00,0.55,236,257,2022-06-06 00:00:00,2022-09-05 00:00:00,1.0
ADA-USD,1wk,OCO,2021-03-08 00:00:00,2021-06-21 00:00:00,15,10080,2021-05-10 00:00:00,2.04,173,188,2021-04-12 00:00:00,2021-05-31 00:00:00,1.0
ADA-USD,4h,OCO,2025-06-01 08:00:00,2025-06-05 16:00:00,26,240,2025-06-04 04:00:00,0.7,4233,4261,2025-06-01 20:00:00,2025-06-05 08:00:00,1.0
ADA-USD,4h,OCO,2025-05-09 00:00:00,2025-05-13 04:00:00,25,240,2025-05-11 00:00:00,0.83,4085,4118,2025-05-09 08:00:00,2025-05-12 08:00:00,1.0
ADA-USD,4h,OCOI,2025-04-28 08:00:00,2025-05-03 16:00:00,32,240,2025-04-30 16:00:00,0.68,4029,4061,2025-04-28 16:00:00,2025-05-02 20:00:00,1.0
ADA-USD,4h,OCOI,2025-01-30 16:00:00,2025-02-04 16:00:00,30,240,2025-02-03 04:00:00,0.69,3503,3533,2025-01-31 04:00:00,2025-02-04 08:00:00,0.0
ADA-USD,4h,OCO,2024-12-26 20:00:00,2024-12-31 04:00:00,26,240,2024-12-29 08:00:00,0.89,3294,3320,2024-12-27 12:00:00,2024-12-30 20:00:00,0.0
ADA-USD,4h,OCOI,2024-11-29 12:00:00,2024-12-03 04:00:00,22,240,2024-12-01 04:00:00,1.05,3130,3152,2024-11-29 20:00:00,2024-12-02 08:00:00,0.0
ADA-USD,4h,OCO,2024-07-13 12:00:00,2024-07-19 08:00:00,35,240,2024-07-16 00:00:00,0.45,2263,2331,2024-07-13 20:00:00,2024-07-17 08:00:00,1.0
ADA-USD,4h,OCOI,2024-05-04 16:00:00,2024-05-10 04:00:00,33,240,2024-05-08 08:00:00,0.44,1877,1910,2024-05-05 04:00:00,2024-05-09 08:00:00,1.0
ADA-USD,4h,OCOI,2024-01-03 12:00:00,2024-01-11 12:00:00,48,240,2024-01-08 04:00:00,0.48,1136,1192,2024-01-03 20:00:00,2024-01-09 16:00:00,0.0
ADA-USD,4h,OCO,2023-12-25 00:00:00,2024-01-03 08:00:00,56,240,2023-12-28 04:00:00,0.66,1087,1146,2023-12-25 20:00:00,2024-01-02 04:00:00,1.0
AVAX-USD,1d,OCOI,2025-05-11 00:00:00,2025-05-28 00:00:00,17,1440,2025-05-20 00:00:00,22.43,1693,1710,2025-05-12 00:00:00,2025-05-24 00:00:00,1.0
AVAX-USD,1d,OCO,2024-12-22 00:00:00,2025-01-20 00:00:00,29,1440,2025-01-06 00:00:00,43.59,1553,1582,2024-12-25 00:00:00,2025-01-17 00:00:00,1.0
AVAX-USD,1d,OCO,2024-11-25 00:00:00,2024-12-31 00:00:00,36,1440,2024-12-13 00:00:00,52.91,1526,1562,2024-12-08 00:00:00,2024-12-25 00:00:00,1.0
AVAX-USD,1d,OCO,2022-11-21 00:00:00,2022-12-17 00:00:00,26,1440,2022-12-05 00:00:00,13.76,791,832,2022-11-24 00:00:00,2022-12-14 00:00:00,1.0
AVAX-USD,1d,OCO,2022-07-26 00:00:00,2022-08-27 00:00:00,32,1440,2022-08-13 00:00:00,29.23,673,716,2022-07-29 00:00:00,2022-08-24 00:00:00,1.0
AVAX-USD,1d,OCOI,2022-05-17 00:00:00,2022-06-07 00:00:00,21,1440,2022-05-27 00:00:00,22.98,601,624,2022-05-21 00:00:00,2022-06-04 00:00:00,1.0
AVAX-USD,1h,OCOI,2025-04-27 14:00:00,2025-04-28 20:00:00,30,60,2025-04-28 02:00:00,21.31,15953,16032,2025-04-26 13:00:00,2025-04-28 16:00:00,1.0
AVAX-USD,1h,OCOI,2025-04-13 00:00:00,2025-04-14 18:00:00,42,60,2025-04-13 22:00:00,19.47,15639,15681,2025-04-13 14:00:00,2025-04-14 16:00:00,1.0
AVAX-USD,1h,OCO,2025-04-10 16:00:00,2025-04-13 22:00:00,78,60,2025-04-13 00:00:00,20.52,15583,15661,2025-04-11 17:00:00,2025-04-13 18:00:00,0.0
AVAX-USD,1h,OCOI,2025-01-20 14:00:00,2025-01-21 18:00:00,28,60,2025-01-21 05:00:00,34.89,13655,13689,2025-01-20 13:00:00,2025-01-21 15:00:00,1.0
AVAX-USD,1h,OCOI,2025-01-06 16:00:00,2025-01-10 10:00:00,90,60,2025-01-09 14:00:00,36.0,13327,13417,2025-01-08 07:00:00,2025-01-09 21:00:00,0.0
AVAX-USD,1h,OCOI,2025-01-04 22:00:00,2025-01-06 02:00:00,28,60,2025-01-05 10:00:00,41.65,13285,13327,2025-01-05 02:00:00,2025-01-06 01:00:00,1.0
AVAX-USD,1h,OCO,2024-12-22 15:00:00,2024-12-23 15:00:00,24,60,2024-12-23 04:00:00,37.6,12967,12991,2024-12-22 17:00:00,2024-12-23 10:00:00,1.0
AVAX-USD,1h,OCO,2024-12-15 07:00:00,2024-12-17 00:00:00,41,60,2024-12-16 01:00:00,51.36,12791,12832,2024-12-15 14:00:00,2024-12-16 19:00:00,1.0
AVAX-USD,1h,OCO,2024-12-07 17:00:00,2024-12-09 16:00:00,47,60,2024-12-08 23:00:00,54.03,12609,12663,2024-12-07 19:00:00,2024-12-09 14:00:00,0.0
AVAX-USD,1h,OCOI,2024-11-27 15:00:00,2024-11-29 11:00:00,44,60,2024-11-28 16:00:00,41.84,12367,12433,2024-11-27 17:00:00,2024-11-30 01:00:00,1.0
AVAX-USD,1h,OCO,2024-11-27 00:00:00,2024-11-27 17:00:00,17,60,2024-11-27 10:00:00,43.82,12347,12369,2024-11-27 02:00:00,2024-11-27 15:00:00,1.0
AVAX-USD,1h,OCOI,2024-11-20 15:00:00,2024-11-21 13:00:00,22,60,2024-11-21 03:00:00,32.98,12194,12244,2024-11-20 19:00:00,2024-11-21 10:00:00,1.0
AVAX-USD,1h,OCO,2024-11-16 16:00:00,2024-11-18 14:00:00,46,60,2024-11-17 10:00:00,36.78,12104,12150,2024-11-17 00:00:00,2024-11-18 07:00:00,1.0
AVAX-USD,1h,OCOI,2024-04-30 14:00:00,2024-05-01 19:00:00,29,60,2024-05-01 08:00:00,31.06,7288,7331,2024-04-30 19:00:00,2024-05-01 17:00:00,1.0
AVAX-USD,1h,OCOI,2024-04-17 19:00:00,2024-04-18 15:00:00,20,60,2024-04-18 07:00:00,33.46,6995,7015,2024-04-18 00:00:00,2024-04-18 13:00:00,1.0
AVAX-USD,1h,OCO,2024-04-14 21:00:00,2024-04-16 16:00:00,43,60,2024-04-15 10:00:00,38.06,6925,6968,2024-04-14 23:00:00,2024-04-16 08:00:00,0.0
AVAX-USD,1h,OCOI,2024-03-28 08:00:00,2024-03-30 12:00:00,52,60,2024-03-29 21:00:00,52.84,6504,6556,2024-03-28 13:00:00,2024-03-30 08:00:00,0.0
AVAX-USD,1h,OCO,2024-03-21 19:00:00,2024-03-22 17:00:00,22,60,2024-03-22 05:00:00,55.93,6347,6369,2024-03-22 00:00:00,2024-03-22 12:00:00,0.0
AVAX-USD,1h,OCOI,2024-03-19 04:00:00,2024-03-19 16:00:00,12,60,2024-03-19 09:00:00,56.86,6284,6297,2024-03-19 06:00:00,2024-03-19 14:00:00,1.0
AVAX-USD,1h,OCO,2024-03-12 18:00:00,2024-03-14 14:00:00,44,60,2024-03-14 02:00:00,58.22,6151,6179,2024-03-13 18:00:00,2024-03-14 10:00:00,1.0
AVAX-USD,1h,OCO,2024-03-03 08:00:00,2024-03-05 03:00:00,43,60,2024-03-04 12:00:00,43.66,5904,5947,2024-03-04 01:00:00,2024-03-04 23:00:00,1.0
AVAX-USD,1h,OCOI,2024-02-29 15:00:00,2024-03-01 10:00:00,19,60,2024-02-29 23:00:00,40.57,5833,5858,2024-02-29 12:00:00,2024-03-01 08:00:00,1.0
AVAX-USD,1h,OCOI,2024-02-17 06:00:00,2024-02-18 23:00:00,41,60,2024-02-17 14:00:00,38.84,5524,5583,2024-02-17 02:00:00,2024-02-18 02:00:00,1.0
AVAX-USD,1h,OCO,2024-02-14 19:00:00,2024-02-16 06:00:00,35,60,2024-02-15 10:00:00,43.14,5465,5521,2024-02-15 01:00:00,2024-02-16 03:00:00,1.0
AVAX-USD,1h,OCOI,2024-01-24 17:00:00,2024-01-26 03:00:00,34,60,2024-01-25 13:00:00,29.81,4977,5036,2024-01-24 21:00:00,2024-01-26 22:00:00,1.0
AVAX-USD,1h,OCOI,2024-01-16 22:00:00,2024-01-17 21:00:00,23,60,2024-01-17 08:00:00,35.47,4790,4813,2024-01-17 00:00:00,2024-01-17 17:00:00,1.0
AVAX-USD,1h,OCOI,2024-01-07 06:00:00,2024-01-09 05:00:00,47,60,2024-01-08 03:00:00,32.04,4558,4605,2024-01-07 10:00:00,2024-01-09 02:00:00,0.0
AVAX-USD,1h,OCO,2024-01-04 01:00:00,2024-01-05 12:00:00,35,60,2024-01-04 19:00:00,38.92,4481,4521,2024-01-04 06:00:00,2024-01-05 09:00:00,1.0
AVAX-USD,1h,OCO,2023-12-30 09:00:00,2024-01-01 05:00:00,44,60,2023-12-31 10:00:00,40.32,4369,4413,2023-12-30 19:00:00,2024-01-01 02:00:00,1.0
AVAX-USD,1h,OCOI,2023-12-03 01:00:00,2023-12-05 19:00:00,66,60,2023-12-04 15:00:00,21.46,3714,3789,2023-12-03 18:00:00,2023-12-05 14:00:00,1.0
AVAX-USD,1h,OCO,2023-10-19 02:00:00,2023-10-27 18:00:00,208,60,2023-10-26 08:00:00,11.36,2643,2850,2023-10-24 13:00:00,2023-10-26 23:00:00,0.0
AVAX-USD,4h,OCO,2025-05-17 20:00:00,2025-05-26 20:00:00,54,240,2025-05-23 00:00:00,25.49,4122,4176,2025-05-18 12:00:00,2025-05-26 08:00:00,1.0
AVAX-USD,4h,OCO,2025-05-11 16:00:00,2025-05-19 08:00:00,46,240,2025-05-14 04:00:00,26.06,4085,4131,2025-05-12 04:00:00,2025-05-18 12:00:00,0.0
AVAX-USD,4h,OCOI,2025-04-13 00:00:00,2025-04-21 08:00:00,50,240,2025-04-16 08:00:00,18.78,3913,3963,2025-04-13 20:00:00,2025-04-20 12:00:00,1.0
AVAX-USD,4h,OCOI,2025-02-13 00:00:00,2025-02-22 20:00:00,59,240,2025-02-18 16:00:00,23.32,3559,3618,2025-02-13 20:00:00,2025-02-21 20:00:00,0.0
AVAX-USD,4h,OCO,2025-01-09 08:00:00,2025-01-12 20:00:00,21,240,2025-01-10 08:00:00,37.59,3351,3376,2025-01-09 12:00:00,2025-01-12 16:00:00,1.0
AVAX-USD,4h,OCO,2024-11-23 20:00:00,2024-11-28 12:00:00,28,240,2024-11-25 08:00:00,45.25,3072,3100,2024-11-24 04:00:00,2024-11-27 12:00:00,1.0
AVAX-USD,4h,OCOI,2024-10-01 16:00:00,2024-10-06 08:00:00,28,240,2024-10-03 12:00:00,24.55,2751,2786,2024-10-01 20:00:00,2024-10-05 20:00:00,1.0
AVAX-USD,4h,OCOI,2024-08-12 12:00:00,2024-08-20 00:00:00,45,240,2024-08-16 12:00:00,20.11,2452,2524,2024-08-13 08:00:00,2024-08-19 12:00:00,1.0
AVAX-USD,4h,OCOI,2024-06-21 20:00:00,2024-06-27 12:00:00,34,240,2024-06-24 16:00:00,23.83,2133,2182,2024-06-22 08:00:00,2024-06-27 00:00:00,1.0
AVAX-USD,4h,OCO,2024-03-12 12:00:00,2024-03-15 08:00:00,17,240,2024-03-14 04:00:00,56.76,1533,1551,2024-03-12 20:00:00,2024-03-15 00:00:00,1.0
AVAX-USD,4h,OCO,2023-11-18 08:00:00,2023-11-21 16:00:00,20,240,2023-11-20 00:00:00,22.7,843,865,2023-11-18 16:00:00,2023-11-21 12:00:00,1.0
BCH-USD,1d,OCO,2025-03-01 00:00:00,2025-03-14 00:00:00,13,1440,2025-03-06 00:00:00,393.82,2664,2681,2025-03-03 00:00:00,2025-03-12 00:00:00,1.0
BCH-USD,1d,OCOI,2025-02-20 00:00:00,2025-03-04 00:00:00,12,1440,2025-02-25 00:00:00,291.61,2652,2673,2025-02-22 00:00:00,2025-03-04 00:00:00,1.0
BCH-USD,1d,OCOI,2024-06-22 00:00:00,2024-07-21 00:00:00,29,1440,2024-07-08 00:00:00,323.05,2400,2445,2024-06-24 00:00:00,2024-07-18 00:00:00,1.0
BCH-USD,1d,OCO,2024-03-30 00:00:00,2024-04-18 00:00:00,19,1440,2024-04-07 00:00:00,690.03,2321,2351,2024-04-01 00:00:00,2024-04-15 00:00:00,0.0
BCH-USD,1d,OCO,2021-07-29 00:00:00,2021-08-27 00:00:00,29,1440,2021-08-15 00:00:00,696.15,1348,1386,2021-07-31 00:00:00,2021-08-21 00:00:00,0.0
BCH-USD,1d,OCOI,2021-06-30 00:00:00,2021-08-08 00:00:00,39,1440,2021-07-20 00:00:00,407.63,1328,1374,2021-07-02 00:00:00,2021-08-02 00:00:00,1.0
BCH-USD,1d,OCO,2020-03-23 00:00:00,2020-04-21 00:00:00,29,1440,2020-04-09 00:00:00,261.86,864,893,2020-03-25 00:00:00,2020-04-18 00:00:00,1.0
BCH-USD,1d,OCOI,2019-01-09 00:00:00,2019-02-19 00:00:00,41,1440,2019-01-29 00:00:00,111.79,418,470,2019-01-21 00:00:00,2019-02-15 00:00:00,1.0
BCH-USD,1h,OCO,2025-06-17 16:00:00,2025-06-19 01:00:00,33,60,2025-06-18 05:00:00,476.84,17322,17355,2025-06-17 20:00:00,2025-06-18 21:00:00,1.0
BCH-USD,1h,OCOI,2025-06-01 21:00:00,2025-06-03 15:00:00,42,60,2025-06-02 19:00:00,398.81,16942,17004,2025-06-02 04:00:00,2025-06-04 00:00:00,1.0
BCH-USD,1h,OCOI,2025-05-09 08:00:00,2025-05-10 15:00:00,31,60,2025-05-09 16:00:00,406.25,16378,16417,2025-05-09 10:00:00,2025-05-10 12:00:00,1.0
BCH-USD,1h,OCOI,2025-05-02 15:00:00,2025-05-07 04:00:00,109,60,2025-05-05 15:00:00,351.47,16217,16326,2025-05-05 02:00:00,2025-05-06 13:00:00,0.0
BCH-USD,1h,OCO,2025-01-27 11:00:00,2025-01-29 16:00:00,53,60,2025-01-28 05:00:00,428.95,13933,13986,2025-01-27 15:00:00,2025-01-29 07:00:00,1.0
BCH-USD,1h,OCO,2025-01-16 14:00:00,2025-01-18 17:00:00,51,60,2025-01-17 20:00:00,497.53,13672,13741,2025-01-16 17:00:00,2025-01-19 02:00:00,1.0
BCH-USD,1h,OCO,2024-12-22 15:00:00,2024-12-23 15:00:00,24,60,2024-12-23 04:00:00,453.71,13074,13098,2024-12-22 18:00:00,2024-12-23 10:00:00,1.0
BCH-USD,1h,OCOI,2024-12-03 05:00:00,2024-12-04 08:00:00,27,60,2024-12-03 15:00:00,529.92,12608,12635,2024-12-03 10:00:00,2024-12-04 03:00:00,0.0
BCH-USD,1h,OCO,2024-11-26 13:00:00,2024-11-29 08:00:00,67,60,2024-11-27 23:00:00,519.53,12448,12515,2024-11-26 17:00:00,2024-11-29 03:00:00,0.0
BCH-USD,1h,OCOI,2024-11-25 21:00:00,2024-11-26 23:00:00,26,60,2024-11-26 13:00:00,482.31,12422,12482,2024-11-26 00:00:00,2024-11-26 19:00:00,1.0
BCH-USD,1h,OCO,2024-11-24 15:00:00,2024-11-26 09:00:00,42,60,2024-11-25 11:00:00,524.22,12402,12448,2024-11-24 23:00:00,2024-11-26 02:00:00,1.0
BCH-USD,1h,OCO,2024-11-06 14:00:00,2024-11-09 04:00:00,62,60,2024-11-07 21:00:00,384.5,11969,12031,2024-11-07 02:00:00,2024-11-08 23:00:00,0.0
BCH-USD,1h,OCOI,2024-10-15 01:00:00,2024-10-17 01:00:00,48,60,2024-10-15 21:00:00,351.64,11428,11476,2024-10-15 12:00:00,2024-10-16 08:00:00,0.0
BCH-USD,1h,OCO,2024-10-06 22:00:00,2024-10-09 08:00:00,58,60,2024-10-07 17:00:00,331.19,11207,11307,2024-10-07 02:00:00,2024-10-08 16:00:00,1.0
BCH-USD,1h,OCOI,2024-09-05 13:00:00,2024-09-08 06:00:00,65,60,2024-09-06 21:00:00,292.58,10459,10607,2024-09-05 20:00:00,2024-09-07 22:00:00,1.0
BCH-USD,1h,OCO,2024-08-11 23:00:00,2024-08-14 09:00:00,58,60,2024-08-13 01:00:00,359.77,9890,9970,2024-08-12 15:00:00,2024-08-13 17:00:00,1.0
BCH-USD,1h,OCO,2024-08-05 12:00:00,2024-08-07 00:00:00,36,60,2024-08-06 01:00:00,324.5,9735,9771,2024-08-05 16:00:00,2024-08-06 16:00:00,0.0
BCH-USD,1h,OCO,2024-04-25 14:00:00,2024-04-27 11:00:00,45,60,2024-04-26 19:00:00,490.27,7289,7334,2024-04-25 18:00:00,2024-04-27 04:00:00,0.0
BCH-USD,1h,OCOI,2024-04-18 15:00:00,2024-04-19 20:00:00,29,60,2024-04-19 02:00:00,456.86,7122,7151,2024-04-18 17:00:00,2024-04-19 15:00:00,1.0
BCH-USD,1h,OCOI,2024-03-15 02:00:00,2024-03-16 00:00:00,22,60,2024-03-15 09:00:00,402.63,6291,6315,2024-03-15 05:00:00,2024-03-15 21:00:00,1.0
BCH-USD,1h,OCO,2024-03-04 04:00:00,2024-03-05 16:00:00,36,60,2024-03-04 23:00:00,468.68,6031,6071,2024-03-04 06:00:00,2024-03-05 13:00:00,1.0
BCH-USD,1h,OCOI,2024-02-27 06:00:00,2024-02-29 04:00:00,46,60,2024-02-28 03:00:00,291.82,5889,5936,2024-02-27 08:00:00,2024-02-28 22:00:00,1.0
BCH-USD,1h,OCOI,2024-01-13 06:00:00,2024-01-16 22:00:00,88,60,2024-01-15 00:00:00,248.03,4783,4897,2024-01-13 17:00:00,2024-01-15 15:00:00,0.0
BCH-USD,1h,OCOI,2023-06-30 22:00:00,2023-07-03 03:00:00,53,60,2023-07-02 04:00:00,271.77,98,151,2023-07-01 05:00:00,2023-07-02 18:00:00,-1.0
BCH-USD,1wk,OCO,2021-04-05 00:00:00,2021-06-21 00:00:00,17,10080,2021-05-10 00:00:00,1298.63,172,189,2021-03-15 00:00:00,2021-05-31 00:00:00,1.0
BCH-USD,4h,OCO,2025-04-20 12:00:00,2025-04-28 16:00:00,49,240,2025-04-25 12:00:00,377.6,3982,4031,2025-04-23 00:00:00,2025-04-28 08:00:00,0.0
BCH-USD,4h,OCOI,2025-04-02 16:00:00,2025-04-09 20:00:00,43,240,2025-04-07 08:00:00,255.95,3875,3918,2025-04-03 16:00:00,2025-04-09 00:00:00,0.0
BCH-USD,4h,OCO,2024-12-26 20:00:00,2024-12-30 12:00:00,22,240,2024-12-29 04:00:00,450.95,3294,3316,2024-12-27 12:00:00,2024-12-30 08:00:00,0.0
BCH-USD,4h,OCO,2024-12-22 16:00:00,2024-12-28 08:00:00,34,240,2024-12-24 16:00:00,472.41,3269,3303,2024-12-23 00:00:00,2024-12-27 12:00:00,1.0
BCH-USD,4h,OCOI,2024-12-12 04:00:00,2024-12-16 16:00:00,27,240,2024-12-14 16:00:00,527.86,3206,3233,2024-12-13 12:00:00,2024-12-16 12:00:00,0.0
BCH-USD,4h,OCOI,2024-11-30 16:00:00,2024-12-04 00:00:00,20,240,2024-12-02 08:00:00,512.66,3137,3157,2024-12-01 04:00:00,2024-12-03 16:00:00,1.0
BCH-USD,4h,OCOI,2024-10-18 04:00:00,2024-10-28 20:00:00,64,240,2024-10-23 16:00:00,346.85,2876,2946,2024-10-20 04:00:00,2024-10-26 16:00:00,1.0
BCH-USD,4h,OCOI,2024-09-29 20:00:00,2024-10-12 12:00:00,76,240,2024-10-03 08:00:00,315.41,2766,2842,2024-09-30 20:00:00,2024-10-10 00:00:00,0.0
BCH-USD,4h,OCO,2024-08-19 04:00:00,2024-09-02 04:00:00,84,240,2024-08-24 20:00:00,365.37,2516,2600,2024-08-20 04:00:00,2024-08-29 12:00:00,0.0
BCH-USD,4h,OCOI,2024-08-09 00:00:00,2024-08-17 12:00:00,51,240,2024-08-12 00:00:00,332.12,2455,2506,2024-08-09 12:00:00,2024-08-15 20:00:00,1.0
BCH-USD,4h,OCO,2024-07-13 00:00:00,2024-07-17 20:00:00,29,240,2024-07-16 00:00:00,399.8,2279,2322,2024-07-14 04:00:00,2024-07-16 16:00:00,1.0
BCH-USD,4h,OCOI,2024-06-28 08:00:00,2024-07-10 08:00:00,72,240,2024-07-05 04:00:00,301.16,2205,2277,2024-06-30 00:00:00,2024-07-08 00:00:00,0.0
BCH-USD,4h,OCOI,2024-04-28 04:00:00,2024-05-07 12:00:00,56,240,2024-05-01 12:00:00,405.23,1838,1894,2024-04-29 08:00:00,2024-05-05 04:00:00,1.0
BCH-USD,4h,OCOI,2024-04-16 04:00:00,2024-04-19 12:00:00,20,240,2024-04-17 12:00:00,459.28,1761,1787,2024-04-16 16:00:00,2024-04-19 04:00:00,1.0
BCH-USD,4h,OCOI,2024-04-01 20:00:00,2024-04-05 00:00:00,19,240,2024-04-03 16:00:00,581.98,1680,1700,2024-04-02 08:00:00,2024-04-04 16:00:00,1.0
BCH-USD,4h,OCOI,2024-01-28 00:00:00,2024-02-08 04:00:00,67,240,2024-02-01 04:00:00,233.17,1291,1366,2024-01-29 08:00:00,2024-02-07 04:00:00,1.0
BCH-USD,4h,OCO,2023-12-27 16:00:00,2024-01-02 16:00:00,36,240,2023-12-30 08:00:00,281.67,1113,1156,2023-12-29 16:00:00,2024-01-02 04:00:00,1.0
